"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-03-25,72,"Ledyard",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,73,"Lisbon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,74,"Litchfield",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,75,"Lyme",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,76,"Madison",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,77,"Manchester",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,78,"Mansfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,79,"Marlborough",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,80,"Meriden",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,81,"Middlebury",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,82,"Middlefield",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,83,"Middletown",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,84,"Milford",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,85,"Monroe",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,86,"Montville",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,87,"Morris",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,88,"Naugatuck",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,89,"New Britain",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,90,"New Canaan",15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,91,"New Fairfield",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,92,"New Hartford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,93,"New Haven",29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,95,"New London",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,96,"New Milford",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,94,"Newington",9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,1,"Andover",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,2,"Ansonia",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,3,"Ashford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,4,"Avon",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,5,"Barkhamsted",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,6,"Beacon Falls",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,7,"Berlin",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,8,"Bethany",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,9,"Bethel",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,10,"Bethlehem",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,11,"Bloomfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,12,"Bolton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,13,"Bozrah",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,14,"Branford",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,16,"Bridgewater",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,17,"Bristol",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,18,"Brookfield",23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,19,"Brooklyn",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,20,"Burlington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,21,"Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,22,"Canterbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,23,"Canton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,24,"Chaplin",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,25,"Cheshire",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,26,"Chester",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,27,"Clinton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,28,"Colchester",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,29,"Colebrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,30,"Columbia",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,31,"Cornwall",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,32,"Coventry",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,33,"Cromwell",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,34,"Danbury",63,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,35,"Darien",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,36,"Deep River",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,37,"Derby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,38,"Durham",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,40,"East Granby",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,41,"East Haddam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,42,"East Hampton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,43,"East Hartford",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,44,"East Haven",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,45,"East Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,47,"East Windsor",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,39,"Eastford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,46,"Easton",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,48,"Ellington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,49,"Enfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,50,"Essex",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,51,"Fairfield",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,98,"Norfolk",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,99,"North Branford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,100,"North Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,101,"North Haven",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,102,"North Stonington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,103,"Norwalk",76,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,104,"Norwich",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,105,"Old Lyme",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,106,"Old Saybrook",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,107,"Orange",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,108,"Oxford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,109,"Plainfield",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,110,"Plainville",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,111,"Plymouth",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,112,"Pomfret",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,113,"Portland",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,114,"Preston",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,115,"Prospect",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,116,"Putnam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,117,"Redding",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,118,"Ridgefield",43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,119,"Rocky Hill",9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,120,"Roxbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,121,"Salem",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,122,"Salisbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,123,"Scotland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,124,"Seymour",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,125,"Sharon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,126,"Shelton",13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,127,"Sherman",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,128,"Simsbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,129,"Somers",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,132,"South Windsor",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,130,"Southbury",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,131,"Southington",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,134,"Stafford",14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,135,"Stamford",60,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,137,"Stonington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,138,"Stratford",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,139,"Suffield",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,140,"Thomaston",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,142,"Tolland",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,143,"Torrington",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,144,"Trumbull",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,146,"Vernon",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,1,"Andover",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,2,"Ansonia",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,3,"Ashford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,4,"Avon",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,5,"Barkhamsted",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,6,"Beacon Falls",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,7,"Berlin",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,8,"Bethany",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,9,"Bethel",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,10,"Bethlehem",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,11,"Bloomfield",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,12,"Bolton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,13,"Bozrah",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,14,"Branford",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,15,"Bridgeport",32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,16,"Bridgewater",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,17,"Bristol",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,18,"Brookfield",24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,19,"Brooklyn",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,20,"Burlington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,21,"Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,22,"Canterbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,23,"Canton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,24,"Chaplin",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,25,"Cheshire",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,26,"Chester",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,27,"Clinton",4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,28,"Colchester",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,29,"Colebrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,30,"Columbia",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,31,"Cornwall",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,32,"Coventry",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,33,"Cromwell",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,34,"Danbury",69,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,35,"Darien",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,36,"Deep River",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,37,"Derby",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,38,"Durham",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,40,"East Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,41,"East Haddam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,42,"East Hampton",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,43,"East Hartford",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,44,"East Haven",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,45,"East Lyme",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,47,"East Windsor",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,39,"Eastford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,46,"Easton",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,48,"Ellington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,49,"Enfield",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,50,"Essex",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,51,"Fairfield",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,52,"Farmington",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,53,"Franklin",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,54,"Glastonbury",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,55,"Goshen",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,56,"Granby",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,57,"Greenwich",57,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,58,"Griswold",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,59,"Groton",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,60,"Guilford",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,61,"Haddam",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,62,"Hamden",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,63,"Hampton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,64,"Hartford",21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,65,"Hartland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,66,"Harwinton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,67,"Hebron",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,68,"Kent",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,69,"Killingly",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,70,"Killingworth",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,71,"Lebanon",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,72,"Ledyard",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,73,"Lisbon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,74,"Litchfield",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,76,"Madison",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,77,"Manchester",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,78,"Mansfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,79,"Marlborough",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,80,"Meriden",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,81,"Middlebury",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,82,"Middlefield",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,83,"Middletown",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,84,"Milford",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,85,"Monroe",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,86,"Montville",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,87,"Morris",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,88,"Naugatuck",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,89,"New Britain",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,90,"New Canaan",17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,91,"New Fairfield",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,92,"New Hartford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,93,"New Haven",32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,95,"New London",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,96,"New Milford",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,94,"Newington",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,150,"Washington",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,151,"Waterbury",30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,153,"Watertown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,155,"West Hartford",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,156,"West Haven",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,154,"Westbrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,157,"Weston",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,158,"Westport",89,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,159,"Wethersfield",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,160,"Willington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,161,"Wilton",17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,162,"Winchester",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,163,"Windham",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,164,"Windsor",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,165,"Windsor Locks",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,166,"Wolcott",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,167,"Woodbridge",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,168,"Woodbury",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,169,"Woodstock",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,148,"Wallingford",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,97,"Newtown",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,132,"South Windsor",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,130,"Southbury",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,131,"Southington",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,134,"Stafford",14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,135,"Stamford",76,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,137,"Stonington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,138,"Stratford",17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,139,"Suffield",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,140,"Thomaston",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,141,"Thompson",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,142,"Tolland",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,143,"Torrington",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,144,"Trumbull",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,146,"Vernon",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,148,"Wallingford",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,150,"Washington",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,151,"Waterbury",36,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
